List Number,Agency Phone,Listing Agent,Co-Listing Agent,Property Type,Card Format,Book Section,Property Sub Type,Listing Contract Date,Back on Market Date,Status,Status Change Timestamp,Original List Price,List Price,Living Area Source,MLS Area Major,Lock Box Number,Street Direction Prefix,Street Direction Suffix,Non-Representative Compensation Type,City,State,County,Country,Postal Code,Stories Total,Stories,Latitude,Longitude,GeoID,Living Area,Year Built,Direction Faces,Lot Size Dimensions,Bedrooms Total,Bathrooms Total,Bathrooms Full,Bathrooms Half,Parcel Number,Owner Name,mod_timestamp,Association Fee Frequency,Occupant Type,Listing Agreement,Association Fee 2 Frequency,Listing Service,Lease Term,Association Fee,Building Area Total,Garage Spaces,Association Fee 2,List Price/SqFt,Availability Date,Start Showing Date,Association Name,Association YN,Carport YN,Property Attached YN,Furnished,Lot Size Acres,Contingent Date,Senior Community YN,Waterfront YN,Water Frontage Feet,Accessory Dwelling Unit Y/N,Rental Service,Garage YN,Carport Spaces,Non-Representative Compensation,Entry Level,Accessibility Features YN,Unit Type,Comp Sale YN,Price Change Timestamp,Days on Market,Rooms,Features
gAAAAABm9wKySjux041RkMWXKiGfu7ALDTXr1EcQyoMCb0rm7FLk70hdHPrN-oH3ZUZ1kbFv9VsiKe3Ri_YKcyC8NEJko4zh1A==,Agency_Phone_Index_803,Listing_Agent_Index_1193,,Rental,Residential Lease,Single Family Residence,SF,7/15/24,,A,7/11/24,1350,1350,Public Records,91,,,,%,Jacksonville,FL,Duval,US,32218,1,,30.42208538,-81.66635872,1.20E+11,1056,1954,,,3,2,1,1,gAAAAABm9wKyIfpIEuI_X7BFeiMpgS-11CpoQeMEM214cqx_46XDYZv_IseiVWYeBZib8hveVschlQqIOP007SOviaPO-L95hw==,,,,,Excl Right to Lease,,Full Service,12 Months,,,,,1.28,,,,N,N,,,,,N,N,,,,N,,0,,N,,,,30,,"Additional Lease Terms|12 Months|Yes;Architectural Style|Flat|Yes;Deposits and Fees|Security Deposit|1,350;Deposits and Fees|Pet Fee/Deposit|250;Deposits and Fees|Application Fee|75;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Levels|One|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Dogs OK|Yes;Special Listing Conditions|Section 8|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Available|Yes;Showing Requirements|Showing Contact Phone|(863)277-7206;Showing Requirements|Lockbox|Yes;Parking Features|Off Street|Yes;Appliances|Electric Range|Yes;Appliances|Refrigerator|Yes;"
gAAAAABm9wKyDkvIyopfFZwvDoDwaIEJPEcf5n0mtMu3I5OxsgNOQWrvHSsrG8b3fuKguzG2HtBGbCQ4Cn1SQoSprfSJDUyTQQ==,Agency_Phone_Index_737,Listing_Agent_Index_1082,,Rental,Residential Lease,Townhouse,TH,5/25/24,,A,6/14/24,2150,1950,Appraiser,304,,,,$,St Augustine,FL,St. Johns,US,32095,2,2,30.06676128,-81.47949733,1.21E+11,1502,2023,,,3,3,2,1,gAAAAABm9wKysX1IolvOXgWcOcbj1BG3S0FlmPSTudevjNH1R2SAd6kpycw84l_sCzCzttRX31kOk79nmLQL9_dSNBKpuCssmQ==,,,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,1,,1.3,7/14/24,,,N,N,Y,,0.05,,N,N,,,R,Y,,0,,N,,N,,44,,"Additional Fee Includes|Lease Prep|Yes;Additional Lease Terms|12 Months|Yes;Association Amenities|Clubhouse|Yes;Association Amenities|Playground|Yes;Association Amenities|Fitness Center|Yes;Deposits and Fees|Security Deposit|2,150;Deposits and Fees|Additional Fee|75;Deposits and Fees|Pet Fee/Deposit|350;Deposits and Fees|Application Fee|45;Interior Features|Pantry|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom - Shower No Tub|Yes;Interior Features|Walk-In Closet(s)|Yes;Road Surface Type|Asphalt|Yes;Security Features|Smoke Detector(s)|Yes;Tenant Pays|Electricity|Yes;Tenant Pays|Repairs|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Water|Yes;Tenant Pays|Trash Collection|Yes;Tenant Pays|Sewer|Yes;Tenant Pays|Pest Control|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKyRmVgGbzCVD4vBCzigAGMIUE3dPh047cYUTddL-RZzYgXpwMSUMEE031expGGdFEC39Y0fxlLQaRFAopRqMUkaQ==,Agency_Phone_Index_668,Listing_Agent_Index_988,Co-Listing_Agent_Index_1636,Rental,Residential Lease,Condominium,CN,8/16/24,,A,6/30/24,2600,2600,Public Records,261,,,,$,Ponte Vedra Bch,FL,St. Johns,US,32082,2,,30.19180576,-81.40719833,1.21E+11,729,1980,,,1,1,1,0,gAAAAABm9wKybI34FJZefhk1fmHIbABzqgeauvcUUZqcysVZfT9owBXrpgOpH__BKsq_o3jJc6-VJv9xCadelbMc_gVFD-L7Ew==,,,,Tenant,Excl Right to Lease,,Limited Service,12 Months,,,1,,3.57,7/5/24,,,Y,N,,,,,N,N,,N,O,Y,,0,1,N,,N,,7,,"Additional Fee Includes|Other|Yes;Additional Lease Terms|12 Months|Yes;Association Amenities|Gated|Yes;Deposits and Fees|Security Deposit|2,700;Deposits and Fees|Additional Fee|125;Deposits and Fees|Pet Fee/Deposit|75;Deposits and Fees|Application Fee|75;Exterior Features|Balcony|Yes;Interior Features|Primary Downstairs|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Laundry Features|In Unit|Yes;Owner Pays|None|Yes;Patio And Porch Features|Covered|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Yes|Yes;Pets Allowed|Dogs OK|Yes;Rent Includes|None|Yes;Road Frontage Type|Private Road|Yes;Road Surface Type|Asphalt|Yes;Security Features|24 Hour Security|Yes;Security Features|Security Gate|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Third Party Approval|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Showing Requirements|Gated|Community;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer/Dryer Stacked|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKyWlvUSGBqVc-zq8AdLVH9ptv51sbEIUF1bR87kypuul6YcOP0mSPmBfL1v8xYT3C9H9qylBEJznCFsAohym94BA==,Agency_Phone_Index_875,Listing_Agent_Index_1346,,Rental,Residential Lease,Single Family Residence,SF,6/20/24,,A,7/7/24,2350,2250,Public Records,43,,,,$,Jacksonville,FL,Duval,US,32225,1,,30.342309,-81.4771567,1.20E+11,1511,1994,,,3,2,2,0,gAAAAABm9wKyxYNWFGx5DXoVuccEgFKcSQbrXJIMRPlQSFF5wDuESVW9oXPwd9G4DMOOEkcKvpims37PaRtR8xTn_4Okf-hUvg==,,9/14/24 20:34,,,Excl Right to Lease,,Full Service,12 Months,,,2,,1.49,6/28/24,,,Y,N,,U,0.22,,N,N,,,N,Y,,0,,N,,,10/16/24 19:45,19,,Additional Fee Includes|Lease Prep|Yes;Additional Lease Terms|12 Months|Yes;Deposits and Fees|Application Fee|50;Deposits and Fees|Pet Fee/Deposit|250;Fireplace Features|Fireplaces Total|1;Fireplace Features|Wood Burning|Yes;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Interior Features|Entrance Foyer|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Taxes|Yes;Patio And Porch Features|Patio|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Number Limit|Yes;Security Features|Smoke Detector(s)|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Waterfront Features|Pond|Yes;Rental Commission Term|Specific $ Amount|225;Water Source|Public|Yes;Cooling|Electric|Yes;Heating|Electric|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Garage|Yes;Parking Features|Garage Door Opener|Yes;Appliances|Dishwasher|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Cooktop|Yes;
gAAAAABm9wKyVsFBn4y9HqV7aHDt-88iwZbHsXcJXu4wIeoozvF6lz5V-E9PfBhx--ryyhu1IMqe6jeBYbxG-qetQFtVGt36UQ==,Agency_Phone_Index_727,Listing_Agent_Index_1070,,Rental,Residential Lease,Condominium,CN,8/4/24,,A,6/19/24,1600,1600,Public Records,12,,,,%,Jacksonville,FL,Duval,US,32217,1,1,30.25913431,-81.62112728,1.20E+11,970,1970,,,2,1,1,0,gAAAAABm9wKyZMI8zkJy7zP1Pn95_uF21F3SkwGB_fMXRgJiCrWOKCh1g_nNHXDrHamcuSUuup9hHSuNjW4IRLT6gqBSYEdAvg==,Owner_Name_Index_1728,,Monthly,Owner,Excl Right to Lease,,Full Service,12 Months,420,,,,1.65,,,,Y,N,,,,,N,N,,,,N,,0,,N,,,,12,Bedroom 1:|||||;Bedroom 2:|||||;Bathroom 1:|||||;,Room Types|Bathroom 1|Yes;Room Types|Bedroom 2|Yes;Room Types|Bedroom 1|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Electric|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Assigned|Yes;Appliances|Dishwasher|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;
gAAAAABm9wKy3n1Uwn3q6X-TwOMfaBFgCwV5txWuZ80Qg3Q45Z0v5YpmoQFzzEdvHYlDFlz9eFRytxAM9dPnJyHOLnDumnErZA==,Agency_Phone_Index_656,Listing_Agent_Index_1271,,Rental,Residential Lease,Quadruplex,QU,5/12/24,,A,7/5/24,1700,1500,Public Records,11,,,,%,Jacksonville,FL,Duval,US,32207,1,,30.28459519,-81.64711564,1.20E+11,980,1955,,,2,1,1,0,gAAAAABm9wKyqou6zB2Y70u2CZVqyxgmQdTfEhQdmTdIq6gtf-mvmz9Hd9sS_-11WoBlVfka2RkOxMAic_ubtmmRvqM8EoNMVA==,,10/7/24 18:40,,,Excl Right to Lease,,Full Service,Short Term Lease,,,,,1.53,6/2/24,,,N,Y,Y,,0.24,,N,N,,,O,N,2,10,,N,,,9/24/24 18:40,60,,Additional Lease Terms|Negotiable|Yes;Additional Lease Terms|Short Term Lease|Yes;Rental Commission Term|Specific $ Amount|10;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Connected|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Additional Parking|Yes;Appliances|Convection Oven|Yes;Appliances|Dishwasher|Yes;
gAAAAABm9wKyaz3-JVRb12lPfeNLkKAJWwq9bcrquYhOWXUlzMSn2qKwi0QE-qnVNBOevo0DKggjGYlI-EtEH-a_D3HbjF6FGQ==,Agency_Phone_Index_772,Listing_Agent_Index_1138,,Rental,Residential Lease,Single Family Residence,SF,6/6/24,,A,7/13/24,2800,2700,Public Records,43,,,,%,Jacksonville,FL,Duval,US,32225,1,,30.33364697,-81.47363231,1.20E+11,1910,1992,,,4,2,2,0,gAAAAABm9wKypTPU7fDgN2whCru2Pc1TYVi_G1rCKeDbhIyLc6wIkjTFbliM2pcnyUxXJpTKGjC_T7E2ZdzNt7PAGHfR-nEDLg==,,10/1/24 8:03,,,Excl Right to Lease,,Full Service,12 Months,,,2,,1.41,,,,N,N,,,0.44,,N,N,,,N,Y,,0,,N,,,9/9/24 8:03,42,,"Additional Fee Includes|Office Fee|Yes;Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Deposits and Fees|Security Deposit|2,800;Deposits and Fees|Pet Fee/Deposit|500;Deposits and Fees|Application Fee|85;Fencing|Full|Yes;Fireplace Features|Fireplaces Total|1;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Open Floorplan|Yes;Laundry Features|In Unit|Yes;Owner Pays|Management|Yes;Owner Pays|Taxes|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Patio|Yes;Pets Allowed|Breed Restrictions|Yes;Rent Includes|Management|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Smart Home Features|Smoke Detector|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|280;Water Source|Public|Yes;Cooling|Electric|Yes;Heating|Electric|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Combination Lock Box|Yes;Parking Features|Garage|Yes;Parking Features|RV Access/Parking|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyuD-LinKCJeMGtRWc4hTs59i-ZPBRFF1TlZm28XirOKT_HJ1RqBTSKOECajZ7T7kW8HgypsPyn8xwWmF5sGZQ5g==,Agency_Phone_Index_658,Listing_Agent_Index_1021,,Rental,Residential Lease,Condominium,CN,8/18/24,,A,7/22/24,1550,1550,Appraiser,22,,,W,%,Jacksonville,FL,Duval,US,32216,2,,30.26326521,-81.56057874,1.20E+11,931,2007,,,2,2,2,0,gAAAAABm9wKyPZwxxScBb0I2kMjBq441loZhtvpEdBasdLc6tboN8zWa3svoSEsfDN8Nxfcj897FUUVEcCzl25s6lZoRqVUZJQ==,,9/4/24 6:25,,,Excl Right to Lease,,Full Service,Other,50,,1,,1.66,,,,Y,N,,,0.01,,N,N,,,O,Y,,0,,N,,,,8,,"Additional Lease Terms|Other|Yes;Deposits and Fees|Security Deposit|1,550;Deposits and Fees|Additional Fee|150;Deposits and Fees|Pet Fee/Deposit|300;Deposits and Fees|Application Fee|80;Pets Allowed|No|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Rental Commission Term|Specific $ Amount|150;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Gated|Community;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Garage|Yes;Appliances|Convection Oven|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Dishwasher|Yes;Appliances|Dryer|Yes;"
gAAAAABm9wKyqbWoaEJwr89Fb5CIDBacNKD2WYt_-n-hzdeBgi1G0u23Vx1R7k4D9GiF217fCjz0KuLU08pcD8PoG4VrOrk4RA==,Agency_Phone_Index_831,Listing_Agent_Index_1390,,Rental,Residential Lease,Single Family Residence,SF,7/12/24,,A,7/5/24,1750,1750,Public Records,76,,,,$,Jacksonville,FL,Duval,US,32206,1,1,30.34673366,-81.63064088,1.20E+11,1160,2024,,,3,2,2,0,gAAAAABm9wKywFTn2YOtyGR6D379dZV0wK2WrXluiTA6o6rbiX_ltGzHF4vkjzlDfukC7RvzVOYwOM1JWHgNsVzw0_mse5MUjQ==,,,,,Excl Right to Lease,,Full Service,12 Months,,,,,1.51,8/5/24,,,N,N,,U,0.11,,N,N,,,,N,,175,1,N,,,,16,,"Additional Fee Includes|Last Months Rent|Yes;Additional Lease Terms|6 Months|Yes;Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Deposits and Fees|Security Deposit|1,750;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Levels|One|Yes;Owner Pays|None|Yes;Rent Includes|None|Yes;Rent Includes|Trash Collection|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|175;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Water Available|Yes;Utilities|Sewer Connected|Yes;Utilities|Sewer Available|Yes;Utilities|Electricity Connected|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Off Street|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Oven|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKy2XrfRRA6nAmkLtkr0dQXBMUx3vyEmbUWjJ9OubDDpI8Nhr-g2flk8k_fKTyQR506JAzQBvK-6KHumHeQAq5wPQ==,Agency_Phone_Index_664,Listing_Agent_Index_1129,Listing_Agent_Index_1036,Rental,Residential Lease,Triplex,TR,5/21/24,6/30/24,A,6/29/24,925,925,Public Records,32,,,,S,Jacksonville,FL,Duval,US,32205,1,2,30.30921661,-81.69232652,1.20E+11,450,1949,,,1,1,1,0,gAAAAABm9wKywFJvZqdpjQhviwZxeppQSQgqyUfXz4gTR9CxVwLstiIAdFdBszxTxJ8w5vXXrlk17Vh6PEtPjHPHs_vJWCIgbg==,,,,,Excl Right to Lease,,Full Service,12 Months,,,,,2.06,,,,N,N,,,0.08,,N,N,,,,N,,0,1,N,,,,33,,Deposits and Fees|Security Deposit|900;Deposits and Fees|Pet Fee/Deposit|150;Deposits and Fees|Application Fee|75;Pets Allowed|Yes|Yes;Road Surface Type|Asphalt|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Wall/Window Unit(s)|Yes;Heating|Other|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Assigned|Yes;Parking Features|On Street|Yes;Appliances|Electric Oven|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;
gAAAAABm9wKykpp7CG7FQZelXQtkIittJgy8J7G1mxfM9-3iGfGG5ZYIJVmjfMbiR_2eKdlCLkU8QFUm3K5MCJ4FNtFEIqKHDg==,Agency_Phone_Index_797,Listing_Agent_Index_1183,,Rental,Residential Lease,Townhouse,TH,6/30/24,,A,7/13/24,2850,2850,Public Records,337,,,,$,St Augustine,FL,St. Johns,US,32084,1,,29.84805749,-81.37664093,1.21E+11,2132,2022,,,4,3,2,1,gAAAAABm9wKyGw4ZhIddAfYNR8wsrko0018wrS5bVKK-vwZHRqCjYGKi8Ckr7dRuRibZ6A3nViPwNbpl_9Zptqo3CW2BrK3meQ==,,8/29/24 0:58,,,Excl Right to Lease,,Full Service,12 Months,,,3,,1.34,,,,Y,N,,,0.15,,N,N,,,O,Y,,125,,N,,,,40,,Additional Lease Terms|12 Months|Yes;Interior Features|Pantry|Yes;Laundry Features|In Unit|Yes;Rental Commission Term|Specific $ Amount|125;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Other|Yes;Showing Requirements|Appointment Only|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;
gAAAAABm9wKyFcKPclQZOqdKPHP8Cr_u5mDHtxHBO1GejiHedBgxoC_LtkhSCq9w4Ja4C74dH3wrJEnjbxJflmn7jfCSPWTuVw==,Agency_Phone_Index_763,Listing_Agent_Index_1401,,Rental,Residential Lease,Single Family Residence,SF,12/13/22,,A,4/28/24,3995,4495,Public Records,271,gAAAAABm9wKyXL7hHqa2yNLmmfqWpZeeA4CN58bwqzXamRjwJQ_Qn6wYo6hR1HyZLhV_KLAwtlNsMPcjmQjxtG0Bnvo9RVc_KQ==,,,$,Ponte Vedra,FL,St. Johns,US,32081,1,1,30.13652917,-81.43041212,1.21E+11,3034,2015,,,5,3,3,0,gAAAAABm9wKy7UC_zbLOjQT73RJatcXf_Zu9ioxBgqydE-LqdoChR9eLBZ6SWUTp7JOzAHeBIRqwiXNvrCS5lr0miWnpOGgT0A==,,10/19/24 15:14,,Vacant,Excl Right to Lease,,Full Service,7 Months,,,2.5,,1.48,6/3/24,,,N,N,,U,,,N,N,,,N,Y,,0,1,N,,,9/22/24 15:14,583,Family Room:|||||;Utility Room:|||||;Great Room:|||||;Kitchen:|||||;Other:|||||;Dining Room:|||||;Primary Bedroom:|||||;Bedroom 1:|||||;Bedroom 2:|||||;Bedroom 3:|||||;Bedroom 4:|||||;,"Additional Lease Terms|12 Months|Yes;Architectural Style|Contemporary|Yes;Architectural Style|Ranch|Yes;Association Amenities|Clubhouse|Yes;Association Amenities|Children's Pool|Yes;Association Amenities|Trash|Yes;Association Amenities|Tennis Court(s)|Yes;Association Amenities|Spa/Hot Tub|Yes;Association Amenities|Security|Yes;Association Amenities|Playground|Yes;Association Amenities|Laundry|Yes;Association Amenities|Jogging Path|Yes;Association Amenities|Fitness Center|Yes;Association Fee Includes|Pest Control|Yes;Deposits and Fees|Security Deposit|6,000;Deposits and Fees|Pet Fee/Deposit|500;Deposits and Fees|Application Fee|50;Electric|Underground|Yes;Historical Information|Private Historical Remarks|Region:  27-PONTE VEDRA-NOCATEE, Agency Disclosure:  Single Agent, Call Seller Directly: EMAIL OWNER/AGENT;Interior Features|Breakfast Bar|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Eat-in Kitchen|Yes;Interior Features|Entrance Foyer|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Pest Control|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Porch|Yes;Rent Includes|None|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Room Types|Bedroom 1|Yes;Room Types|Other Room|Yes;Room Types|Other Room Level|First;Room Types|Utility Room|Yes;Room Types|Primary Bedroom Level|First;Room Types|Primary Bedroom|Yes;Room Types|Kitchen Level|First;Room Types|Kitchen|Yes;Room Types|Great Room Level|First;Room Types|Great Room|Yes;Room Types|Family Room Level|First;Room Types|Family Room|Yes;Room Types|Dining Room Level|First;Room Types|Dining Room|Yes;Room Types|Bedroom 4 Level|First;Room Types|Bedroom 4|Yes;Room Types|Bedroom 3 Level|First;Room Types|Bedroom 3|Yes;Room Types|Bedroom 2 Level|First;Room Types|Bedroom 2|Yes;Room Types|Bedroom 1 Level|First;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Tenant Pays|Cable TV|Yes;Tenant Pays|Hot Water|Yes;Tenant Pays|Water|Yes;Tenant Pays|Sewer|Yes;Tenant Pays|Gas|Yes;Tenant Pays|Electricity|Yes;View|Pond|Yes;View|Water|Yes;Waterfront Features|Pond|Yes;Rental Commission Term|Specific $ Amount|100;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Zoned|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Zoned|Yes;Heating|Heat Pump|Yes;Heating|Electric|Yes;Pool Features|Community|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Separate Water Meters|Yes;Utilities|Water Connected|Yes;Utilities|Water Available|Yes;Utilities|Sewer Connected|Yes;Utilities|Natural Gas Connected|Yes;Utilities|Natural Gas Available|Yes;Utilities|Electricity Connected|Yes;Utilities|Electricity Available|Yes;Utilities|Cable Connected|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Additional Parking|Yes;Parking Features|Other|Yes;Parking Features|Garage Door Opener|Yes;Parking Features|Garage|Yes;Parking Features|Attached|Yes;Appliances|Convection Oven|Yes;Appliances|Tankless Water Heater|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Ice Maker|Yes;Appliances|Gas Water Heater|Yes;Appliances|Gas Range|Yes;Appliances|Gas Cooktop|Yes;Appliances|Dishwasher|Yes;Appliances|Double Oven|Yes;Appliances|Disposal|Yes;"
